sample_id,router_task,ground_truth_type,c_model,c_latency,c_cost,c_correct,c_cascaded,a_model,a_latency,a_cost,a_correct,prompt_tokens,completion_tokens
ai2d_00304_d93a30f13d5a344d,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,50.80294609069824,0.0,False,False,qwen3_vl_8b_thinking,4721.178770065308,0.00011260000000000001,False,51,512
chart2text_00593_a0a84f235ce600e6,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1060.394048690796,5.22e-05,False,True,qwen3_vl_8b_thinking,4753.130912780762,0.00010680000000000001,False,22,512
aokvqa_01820_424ac4b19c0029f5,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1074.3560791015625,0.0,False,False,qwen3_vl_8b_thinking,5704.282760620117,0.0,False,0,0
aokvqa_00965_57ccae52608c9d7e,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,982.3579788208008,0.0,True,False,qwen3_vl_8b_thinking,5891.325950622559,0.0,False,0,0
aokvqa_00321_55f1b0fb8dbb67bc,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,943.4199333190918,0.0,True,False,qwen3_vl_8b_thinking,4716.270685195923,0.00011140000000000001,False,45,512
ai2d_01492_af2d72286026dd82,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.37119102478027,0.0,True,False,qwen3_vl_8b_thinking,4667.7000522613525,0.00011380000000000001,False,57,512
chartqa_00411_fbf8b3c35d73244e,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,320.4200267791748,9.6e-06,False,True,qwen2_5_vl_3b,199.4497776031494,7e-06,False,31,4
chart2text_00971_7d427f02fd4bec80,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,457.0910930633545,2.1000000000000002e-05,False,True,qwen2_5_vl_3b,433.69078636169434,1.24e-05,False,27,35
chart2text_01371_0626e4237a547a7a,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,490.73004722595215,2.48e-05,False,True,qwen3_vl_8b_thinking,5755.775928497314,0.0,False,0,0
chartqa_00086_2e40bc8b5ce73810,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,631.3228607177734,1.6000000000000003e-05,False,True,qwen3_vl_8b_thinking,4680.843114852905,0.00010700000000000001,False,23,512
chart2text_01728_d833ce0c03dd5a0b,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,900.9687900543213,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,5523.040056228638,0.0,False,0,0
ai2d_01177_079585ce6ae30e98,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,51.18298530578613,0.0,True,False,qwen2_5_vl_3b,218.68634223937988,1.24e-05,False,60,2
chart2text_00194_6d884d2ba68ac14f,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1500.4940032958984,1.36e-05,False,True,qwen3_vl_8b_thinking,4738.8269901275635,0.00010680000000000001,False,22,512
aokvqa_01432_1371187e6993e54f,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,874.8090267181396,0.0,False,False,qwen3_vl_8b_thinking,4673.931837081909,0.00011300000000000001,False,53,512
ai2d_01912_ff863254d99560e3,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,72.0069408416748,1.42e-05,False,True,qwen3_vl_8b_thinking,4776.895046234131,0.00011640000000000001,False,70,512
ai2d_00305_eee5d6d5952c4347,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,51.28812789916992,0.0,False,False,qwen3_vl_8b_thinking,3741.8570518493652,9e-05,False,48,402
aokvqa_00606_6a86911ec8aa4c31,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1937.3021125793457,0.0,True,False,qwen3_vl_8b_thinking,4737.974166870117,0.00011180000000000001,False,47,512
chart2text_00605_5e4d73a7bb8da2bf,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,489.6669387817383,2.48e-05,False,True,qwen3_vl_8b_thinking,4745.420217514038,0.0001072,False,24,512
aokvqa_01834_76fb100ee3612c33,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,2395.780086517334,0.0,False,False,qwen3_vl_8b_thinking,4719.854116439819,0.00011460000000000001,False,61,512
aokvqa_00974_c0d3adc1a3e423cb,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,750.481128692627,0.0,False,False,qwen3_vl_8b_thinking,4638.515949249268,0.00011220000000000002,False,49,512
ai2d_01499_f91a23c6bf9e9d56,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,52.83713340759277,0.0,False,False,qwen2_5_vl_3b,5737.588882446289,0.0,False,0,0
aokvqa_00329_9bbc5a40f8b10fa8,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,185.31084060668945,0.0,False,False,qwen3_vl_8b_thinking,5972.256898880005,0.0,False,0,0
ai2d_00633_f1428f72cc172c9d,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.18403244018555,0.0,False,False,qwen3_vl_8b_thinking,5932.539939880371,0.0,False,0,0
chartqa_00412_4e09d3d5e9fad212,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,954.5269012451172,2.3199999999999998e-05,False,True,qwen3_vl_8b_thinking,1925.0459671020508,4.4000000000000006e-05,False,21,199
chartqa_00092_9a598570cb94271c,chart_reasoning,exact,Qwen/Qwen2.5-VL-7B-Instruct,100.62003135681152,0.0,False,False,qwen3_vl_8b_thinking,3702.8427124023438,8.94e-05,False,45,402
chart2text_01373_2859d14f1c05fcf6,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,796.0000038146973,1.2600000000000001e-05,False,True,qwen3_vl_8b_thinking,6100.414991378784,0.0,False,0,0
chart2text_01734_e30995bdb50ee056,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,672.0168590545654,1.58e-05,False,True,qwen3_vl_8b_thinking,5734.472036361694,0.0,False,0,0
chart2text_00197_0b66eedfa34fe533,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,861.9229793548584,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,4600.354909896851,0.00010700000000000001,False,23,512
chart2text_00981_74ea3813301e9231,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1330.3208351135254,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,6050.242185592651,0.0,False,0,0
aokvqa_01437_68598467c864e081,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1139.2130851745605,0.0,False,False,qwen3_vl_8b_thinking,6069.21911239624,0.0,False,0,0
ai2d_01914_20a723933562120c,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,70.61982154846191,1.2200000000000002e-05,False,True,qwen3_vl_8b_thinking,5868.696928024292,0.0,False,0,0
aokvqa_00618_0618d5b7523d4c73,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,920.6898212432861,0.0,True,False,qwen2_5_vl_3b,5646.989822387695,0.0,False,0,0
ai2d_01182_4b445afa9a155f8b,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,75.65689086914062,9.6e-06,False,True,qwen3_vl_8b_thinking,4062.877893447876,9.880000000000002e-05,False,46,448
aokvqa_00332_872e4c466257c759,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,124.65405464172363,0.0,False,False,qwen2_5_vl_3b,246.47092819213867,1.32e-05,False,63,3
ai2d_00307_e01e92551c83fb67,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,127.46286392211914,1.16e-05,True,True,qwen3_vl_8b_thinking,5942.785978317261,0.0,False,0,0
aokvqa_01858_21ff8c735d82bc92,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,383.5005760192871,0.0,True,False,qwen3_vl_8b_thinking,4702.697992324829,0.00011300000000000001,False,53,512
chart2text_00625_579b00f2e2181f1e,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,447.42298126220703,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,5720.77488899231,0.0,False,0,0
aokvqa_00988_84960f93dec18a4f,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1082.19313621521,0.0,False,False,qwen3_vl_8b_thinking,4664.466142654419,0.0001116,False,46,512
ai2d_01501_ef21103be5f58477,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,72.07703590393066,1.16e-05,False,True,qwen2_5_vl_3b,5684.480905532837,0.0,False,0,0
ai2d_00645_ee35e8c14abb3dde,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.69091033935547,0.0,True,False,qwen3_vl_8b_thinking,6126.364946365356,0.0,False,0,0
chartqa_00095_a91911800f8fdaae,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,186.6910457611084,8.2e-06,True,True,qwen3_vl_8b_thinking,4635.224103927612,0.00010820000000000001,False,29,512
chart2text_01374_39fbb26712d6c5f5,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,503.96013259887695,2.48e-05,False,True,qwen3_vl_8b_thinking,5614.483118057251,0.0,False,0,0
chart2text_01739_48b68548fe406738,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1510.8916759490967,1.36e-05,False,True,qwen3_vl_8b_thinking,4654.480934143066,0.00010680000000000001,False,22,512
chart2text_00986_a7b2584289b7d27c,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,655.1520824432373,1.58e-05,False,True,qwen3_vl_8b_thinking,5971.096038818359,0.0,False,0,0
chart2text_00204_ebc0b871c4acae72,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,811.8231296539307,1.34e-05,False,True,qwen3_vl_8b_thinking,4266.519069671631,9.8e-05,False,21,469
aokvqa_01442_2c952619f70a5e62,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1343.5132503509521,0.0,True,False,qwen3_vl_8b_thinking,4681.916236877441,0.00011140000000000001,False,45,512
ai2d_01921_ba1aef0ebaa95967,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,170.5327033996582,1.12e-05,True,True,qwen2_5_vl_3b,5477.890729904175,0.0,False,0,0
aokvqa_00626_25d97db444d3db2a,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,830.7099342346191,0.0,False,False,qwen3_vl_8b_thinking,5879.759788513184,0.0,False,0,0
ai2d_01189_307258d3bcfa1421,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.65865135192871,0.0,True,False,qwen3_vl_8b_thinking,5842.495918273926,0.0,False,0,0
chartqa_00425_438b258ab66ddaeb,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,237.27893829345703,1.28e-05,False,True,qwen3_vl_8b_thinking,6085.530042648315,0.0,False,0,0
ai2d_00309_11a6ec669201f1bc,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,58.05206298828125,0.0,True,False,qwen3_vl_8b_thinking,5940.289735794067,0.0,False,0,0
chart2text_00631_8c21733ed3501a70,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,494.54617500305176,2.48e-05,False,True,qwen3_vl_8b_thinking,5926.066875457764,0.0,False,0,0
aokvqa_01867_57cdb9435492bf26,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,958.9259624481201,0.0,True,False,qwen3_vl_8b_thinking,5890.877962112427,0.0,False,0,0
aokvqa_00995_67c0b81a6e61891a,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1074.7990608215332,0.0,True,False,qwen3_vl_8b_thinking,5854.305982589722,0.0,False,0,0
ai2d_01504_c73fd6c34db8ecd3,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,74.1720199584961,0.0,True,False,qwen3_vl_8b_thinking,4717.725992202759,0.0001134,False,55,512
aokvqa_00335_b9f660941358b22e,knowledge_vqa,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1364.3150329589844,3.8e-05,False,True,qwen3_vl_8b_thinking,4630.213975906372,0.00011200000000000001,False,48,512
ai2d_00663_54b89d054e280a79,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,58.29572677612305,0.0,True,False,qwen3_vl_8b_thinking,4775.695085525513,0.0001162,False,69,512
chart2text_00205_ceaef451e970eac2,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,489.52388763427734,2.48e-05,False,True,qwen2_5_vl_3b,489.3498420715332,1.38e-05,False,33,36
chart2text_01401_260b4eee44637519,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,753.8931369781494,1.2600000000000001e-05,False,True,qwen3_vl_8b_thinking,5644.396781921387,0.0,False,0,0
chartqa_00106_2e7e50f694fcf1bf,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,99.95198249816895,5.600000000000001e-06,False,True,qwen3_vl_8b_thinking,3618.756055831909,8.400000000000001e-05,False,20,400
chart2text_01741_a0fbf236aefbcc90,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,673.2618808746338,1.58e-05,False,True,qwen3_vl_8b_thinking,4629.102945327759,0.00010660000000000002,False,21,512
ai2d_01943_725810b387c14ced,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,589.8962020874023,3.6400000000000004e-05,False,True,qwen3_vl_8b_thinking,2813.616991043091,7.14e-05,False,59,298
chart2text_00987_447b50c8849d9e69,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1330.9059143066406,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,5775.954961776733,0.0,False,0,0
aokvqa_01448_a81644d0e39346ce,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1644.545078277588,0.0,True,False,qwen3_vl_8b_thinking,4648.403882980347,0.00011080000000000001,False,42,512
aokvqa_00627_882b9065c9da46b0,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,790.8501625061035,0.0,False,False,qwen2_5_vl_3b,5536.12494468689,0.0,False,0,0
ai2d_01191_a7b3c783af5cceaf,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,51.51104927062988,0.0,True,False,qwen2_5_vl_3b,5876.266002655029,0.0,False,0,0
ai2d_00007_e6f58451a22503d1,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,57.40690231323242,0.0,False,False,qwen3_vl_8b_thinking,4636.36589050293,0.00011260000000000001,False,51,512
chartqa_00433_d75ffbb345d0c50d,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,405.4450988769531,2.06e-05,False,True,qwen3_vl_8b_thinking,5806.175947189331,0.0,False,0,0
ai2d_00316_3586bc61d38a8349,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.071903228759766,0.0,True,False,qwen3_vl_8b_thinking,6050.0829219818115,0.0,False,0,0
chart2text_00632_27413de1f7934497,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,449.462890625,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,5752.3322105407715,0.0,False,0,0
aokvqa_01877_a14e1a51c03b165d,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1727.0071506500244,0.0,True,False,qwen3_vl_8b_thinking,4745.5432415008545,0.00011080000000000001,False,42,512
aokvqa_00340_94cb15579f422afe,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,592.6730632781982,0.0,False,False,qwen3_vl_8b_thinking,3944.281816482544,9.460000000000001e-05,False,54,419
ai2d_01507_b7d98404ea9b2ad4,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,162.9180908203125,1.06e-05,True,True,qwen3_vl_8b_thinking,5869.988918304443,0.0,False,0,0
aokvqa_00996_32baddd6969e5622,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1818.5532093048096,0.0,True,False,qwen3_vl_8b_thinking,4712.236166000366,0.00011140000000000001,False,45,512
ai2d_00667_8cd26d56436998b1,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,58.14385414123535,0.0,True,False,qwen3_vl_8b_thinking,4736.370801925659,0.0001156,False,66,512
chartqa_00116_dfc7a41d42d5db8b,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,408.9500904083252,1.24e-05,False,True,qwen3_vl_8b_thinking,2753.8247108459473,6.32e-05,False,23,293
chart2text_01413_aa527e7d6b2f178a,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1060.5418682098389,5.22e-05,False,True,qwen3_vl_8b_thinking,5901.466846466064,0.0,False,0,0
chart2text_01744_83abad625ab1a035,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,878.9260387420654,3.96e-05,False,True,qwen3_vl_8b_thinking,5738.319873809814,0.0,False,0,0
chart2text_00994_f3ba4db2e5fe6e29,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1488.3768558502197,1.36e-05,False,True,qwen3_vl_8b_thinking,4650.290966033936,0.00010680000000000001,False,22,512
ai2d_01200_17671fa3da01fede,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,59.54098701477051,0.0,True,False,qwen2_5_vl_3b,275.42924880981445,1.4200000000000001e-05,False,69,2
chart2text_00212_34dbdc13261c23f2,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,857.4399948120117,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,5551.127910614014,0.0,False,0,0
aokvqa_01451_d497ace71c8dc19c,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1100.525140762329,0.0,True,False,qwen3_vl_8b_thinking,4757.949113845825,0.0001116,False,46,512
aokvqa_00631_71f2aa4dde09e3c8,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1163.9900207519531,0.0,False,False,qwen3_vl_8b_thinking,4869.538068771362,0.00011220000000000002,False,49,512
ai2d_01945_682d84ba0c89be37,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,551.5232086181641,3.46e-05,False,True,qwen3_vl_8b_thinking,4867.147922515869,0.00011460000000000001,False,61,512
chartqa_00434_19327a388e7e5494,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,472.87678718566895,1.2800000000000001e-05,False,True,qwen3_vl_8b_thinking,3459.4521522521973,7.900000000000001e-05,False,23,372
ai2d_00334_da0e7b55c01b6968,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,55.805206298828125,0.0,True,False,qwen3_vl_8b_thinking,4756.222248077393,0.0001128,False,52,512
ai2d_01526_a4044d07aff23606,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,68.50218772888184,0.0,True,False,qwen2_5_vl_3b,224.7920036315918,1.3000000000000001e-05,False,63,2
ai2d_00670_9917502067588caa,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,124.12405014038086,1.26e-05,True,True,qwen2_5_vl_3b,216.0649299621582,1.26e-05,False,61,2
chart2text_00645_c880d00667b5094a,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1330.6128978729248,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,4689.958095550537,0.00010700000000000001,False,23,512
aokvqa_00343_dfe29e66d06c5403,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,781.5797328948975,0.0,True,False,qwen3_vl_8b_thinking,5387.176990509033,0.0,False,0,0
aokvqa_01880_40c1492cf4f777b7,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,774.8181819915771,0.0,True,False,qwen3_vl_8b_thinking,5992.687940597534,0.0,False,0,0
chart2text_01422_83f6cc635c335aca,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,492.46811866760254,2.48e-05,False,True,qwen3_vl_8b_thinking,4676.963090896606,0.0001072,False,24,512
aokvqa_01002_307c0b7a1efd4d51,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,2309.150218963623,0.0,False,False,qwen3_vl_8b_thinking,5959.228038787842,0.0,False,0,0
chart2text_01756_0e5831f02bfe62db,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1510.8928680419922,1.36e-05,False,True,qwen3_vl_8b_thinking,4728.748798370361,0.00010680000000000001,False,22,512
chartqa_00135_1354aa02ed55ac6d,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,153.3980369567871,1.04e-05,False,True,qwen3_vl_8b_thinking,4686.127185821533,0.00010980000000000001,False,37,512
chart2text_01005_8b5028bd7a8f9ee0,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,815.6371116638184,3.96e-05,False,True,qwen3_vl_8b_thinking,4678.153038024902,0.0001062,False,19,512
ai2d_01968_0db92d27c8cbfdc8,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.50892448425293,0.0,True,False,qwen3_vl_8b_thinking,2480.9179306030273,6.400000000000001e-05,False,54,266
aokvqa_01461_81cf45429e4d6855,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,395.7388401031494,0.0,True,False,qwen3_vl_8b_thinking,5879.841089248657,0.0,False,0,0
chart2text_00216_308084953fe630df,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1326.8373012542725,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,5804.437875747681,0.0,False,0,0
aokvqa_00632_3f9a82d30d8fb420,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,409.0428352355957,0.0,False,False,qwen3_vl_8b_thinking,5962.677001953125,0.0,False,0,0
ai2d_01205_e7722fdeac88bcc5,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.59904670715332,0.0,True,False,qwen3_vl_8b_thinking,5671.998977661133,0.0,False,0,0
chartqa_00440_5a99207320b63467,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,144.73295211791992,7.600000000000001e-06,False,True,qwen3_vl_8b_thinking,4585.243940353394,0.00010760000000000001,False,26,512
ai2d_00335_30985c5f031c6202,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,56.04410171508789,0.0,True,False,qwen3_vl_8b_thinking,5910.853862762451,0.0,False,0,0
chart2text_00653_4bafcca6403a4466,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,667.8810119628906,1.58e-05,False,True,qwen3_vl_8b_thinking,5962.284803390503,0.0,False,0,0
aokvqa_01005_1cd20c75ac6a61b0,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,281.4679145812988,0.0,False,False,qwen3_vl_8b_thinking,3668.0898666381836,9.48e-05,False,74,400
aokvqa_01887_44199c48e1ec65b2,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,840.9249782562256,0.0,False,False,qwen3_vl_8b_thinking,5986.794948577881,0.0,False,0,0
ai2d_01529_a332bc7966e2196b,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,56.37717247009277,0.0,True,False,qwen3_vl_8b_thinking,4601.567983627319,0.0001128,False,52,512
aokvqa_00347_29d60f1f7745ab3e,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1732.5170040130615,0.0,True,False,qwen3_vl_8b_thinking,5913.675785064697,0.0,False,0,0
ai2d_00671_91e440b27886c731,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,52.88529396057129,0.0,True,False,qwen3_vl_8b_thinking,4615.884780883789,0.0001156,False,66,512
chart2text_01426_e023d82e7aeb9ae0,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1528.1789302825928,1.36e-05,False,True,qwen3_vl_8b_thinking,5537.197828292847,0.0,False,0,0
chart2text_01764_bf1a94e295959989,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,493.8638210296631,2.48e-05,False,True,qwen3_vl_8b_thinking,5865.742921829224,0.0,False,0,0
chart2text_01008_33552654be544504,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,443.6831474304199,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,5713.186025619507,0.0,False,0,0
chart2text_00222_ac14906bc0079cb8,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1338.425874710083,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,4596.627235412598,0.00010700000000000001,False,23,512
aokvqa_01468_12c2a7feb9ef3aa9,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,985.8019351959229,0.0,False,False,qwen3_vl_8b_thinking,5917.939901351929,0.0,False,0,0
ai2d_01972_a362a9e17f1406d3,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,70.50800323486328,9e-06,False,True,qwen3_vl_8b_thinking,3754.534959793091,8.960000000000001e-05,False,44,404
ai2d_00344_d121c8ca1bc5be59,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,128.2968521118164,1.4400000000000001e-05,True,True,qwen2_5_vl_3b,247.37191200256348,1.4400000000000001e-05,False,70,2
